tweet_id,retweet_count,favorite_count 
668171859951755264,201,500
668154635664932864,323,504
668142349051129856,294,574
668113020489474048,248,671
667937095915278337,809,1280
667924896115245057,113,306
667915453470232577,58,212
667911425562669056,310,494
667902449697558528,384,859
667886921285246976,1114,1906
667885044254572545,499,824
667878741721415682,122,395
667873844930215936,416,632
667866724293877760,1055,3031
667861340749471744,78,244
667832474953625600,63,291
667806454573760512,506,1065
667801013445750784,97,330
667793409583771648,336,707
667782464991965184,248,414
667773195014021121,58,237
667766675769573376,220,446
667728196545200128,152,379
667724302356258817,324,488
667550904950915073,35,0
667550882905632768,33,0
667549055577362432,2323,5844
667546741521195010,126,337
667544320556335104,532,875
667538891197542400,66,205
667534815156183040,549,825
667530908589760512,244,471
667524857454854144,1125,1711
667517642048163840,195,369
667509364010450944,2161,6831
667502640335572993,222,538
667495797102141441,274,522
667491009379606528,232,533
667470559035432960,100,258
667455448082227200,60,192
667453023279554560,91,314
667443425659232256,588,782
667437278097252352,242,451
667435689202614272,84,306
667405339315146752,221,468
667393430834667520,58,197
667369227918143488,166,368
667211855547486208,245,496
667200525029539841,263,617
667192066997374976,109,386
667188689915760640,421,745
667182792070062081,6268,14394
667177989038297088,55,191
667176164155375616,464,612
667174963120574464,84,245
667171260800061440,91,221
667165590075940865,1149,2702
667160273090932737,62,257
667152164079423490,17261,47957
667138269671505920,2232,4624
667119796878725120,128,330
667090893657276420,129,334
667073648344346624,123,404
667070482143944705,14,82
667065535570550784,48,166
667062181243039745,55,218
667044094246576128,51,183
667012601033924608,225,449
666996132027977728,94,244
666983947667116034,989,2550
666837028449972224,557,818
666835007768551424,80,214
666826780179869698,97,254
666817836334096384,251,517
666804364988780544,94,241
666786068205871104,488,761
666781792255496192,195,387
666776908487630848,175,351
666739327293083650,66,236
666701168228331520,219,431
666691418707132416,47,187
666649482315059201,624,1119
666644823164719104,81,230
666454714377183233,208,517
666447344410484738,20,104
666437273139982337,48,124
666435652385423360,53,164
666430724426358785,195,312
666428276349472768,83,164
666421158376562688,111,313
666418789513326592,45,122
666411507551481857,323,438
666407126856765440,40,106
666396247373291520,84,164
666373753744588802,90,185
666362758909284353,563,763
666353288456101888,71,215
666345417576210432,133,288
666337882303524864,90,193
666293911632134144,349,490
666287406224695296,64,144
666273097616637952,76,171
666268910803644416,35,100
666104133288665088,6441,14090
666102155909144576,12,78
666099513787052032,66,151
666094000022159362,72,161
666082916733198337,44,114
666073100786774016,160,316
666071193221509120,59,142
666063827256086533,214,465
666058600524156928,57,109
666057090499244032,139,290
666055525042405380,241,429
666051853826850816,839,1202
666050758794694657,59,130
666049248165822465,41,107
666044226329800704,139,293
666033412701032449,43,123
666029285002620928,47,126
666020888022790149,502,2538
